#TPLNR	DESCRIPT	TIPO_OBJ_TEC	INVNR	BEGRU	F_ALTA_SAP	F_BAJA_SAP	PTA_SERVICIO	TPLMA	EMPLAZAMIENTO	DIVISION	AREA	OBJECTID	OBJECTNAMEID	TIPO	PARTIDO_GEO	LOCALIDAD_GEO	PARTIDO	LOCALIDAD	SPRID	ALIAS	SECCION	PERFIL	PARTE_OBJETO	OBJETO	LONGITUD	CUADRICULAID	CUADRICULA	FLTYP	COOR_X	COOR_Y	CTRO_COSTO	CALLE	ALTURA_DESDE	ALTURA_HASTA	ENTRE_CALLE_1	ENTRE_CALLE_2	GPS	IDENTIFICADOR
AG534-003	PIQUETE AG534	PIQUETE_MT	94194493	MT	24/12/2017		01/01/1999	MM95885564	15326A	6.0	3TI	94194493.0	94194493.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489433.0	125	Q	5625509.58	6206197.605	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.2819 , -58.637	AG534
19394006	VANO 3x50/8 Al/Ac. H	LINEA_MT	19394006	MT	22/03/2016		31/01/2008	MM19394897	13212A	1.0	2ME	19394006.0	19394006.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	65.03	57493005.0	507F	L	5598978.156	6138641.865	4424.0	RITA VERONICA EROLES	35	199		TEODORO RONALDO EROLES	-34.8936 , -58.9172	
OQ493	PIQUETE OQ493	PIQUETE_MT	6331617	MT	22/03/2016		31/10/2003	MM6331628	15326A	6.0	3TI	94187589.0	6331617.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489433.0	125	Q	5626088.193	6206578.053	4439.0	ARROYO CRUZ COLORADA	0       		ARROYO CRUZ COLORADA		-34.2784 , -58.6307	OQ493
6331758	VANO 3x35/6 Al/Ac H	LINEA_MT	6331758	MT	22/03/2016		01/01/2002	MM6331753	15326A	6.0	3TI	6331758.0	6331758.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x35/6 Al/	LNAEREMT	LNA132MT	L135	85.0	57489473.0	164	L	5626111.67	6196840.263	4439.0	RIO CARAPACHAY					-34.3661 , -58.6291	
AB608-003	PIQUETE AB608	PIQUETE_MT	51591528	MT	08/04/2016		28/10/2014	MM6326827	15326A	6.0	3TI	51591528.0	51591528.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489455.0	152	Q	5632475.946	6199806.602	4439.0	RIO CAPITAN			RIO CAPITAN		-34.3386 , -58.5604	AB608
19394040	VANO 3x50/8 Al/Ac. H	LINEA_MT	19394040	MT	22/03/2016		31/01/2008	MM19394897	13212A	1.0	2ME	19394040.0	19394040.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	49.99	57493011.0	507L	L	5599799.891	6137868.531	4424.0	ISLA SOLEDAD					-34.9005 , -58.9081	
6326664	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6326664	MT	22/03/2016		10/11/2022	MM6326676	15326A	6.0	3TI	6326664.0	6326664.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	56.81	57489471.0	166	L	5631558.924	6197907.406	4439.0	ARROYO RAMA NEGRA	0       				-34.3558 , -58.57	
6086956	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6086956	MT	22/03/2016		01/01/1999	MM6086940	5822A	6.0	3TI	6086956.0	6086956.0	LAMT	334.0	440.0	TIGRE	EL TALAR	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	32.28	57490271.0	227L	L	5624555.348	6185208.61	4439.0	BRASIL(ETA)	700	798			-34.4711 , -58.6443	
6328465	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6328465	MT	22/03/2016		27/02/2025	MM6328469	15326A	6.0	3TI	94178223.0	6328465.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	6.15	57489432.0	126	L	5628169.685	6206635.671	4439.0	ARROYO SIN NOMBRE NRO 3					-34.2776 , -58.6082	
6328704	VANO 3x50 Al. V	LINEA_MT	6328704	MT	22/03/2016		01/01/1998	MM6326690	15326A	6.0	3TI	6328704.0	6328704.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	4.88	57489471.0	166	L	5631842.818	6197644.163	4439.0						-34.3582 , -58.5669	
BE837	PIQUETE BE837	PIQUETE_MT	5690212	MT	22/03/2016		09/11/2005	MM19394897	13212A	1.0	2ME	5690212.0	5690212.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493000.0	507A	Q	5599479.643	6139060.607	4424.0	LOS MATREROS	0       		PATAGONIA		-34.8898 , -58.9117	BE837
6331755	VANO 3x35/6 Al/Ac H	LINEA_MT	6331755	MT	22/03/2016		01/01/2002	MM6331753	15326A	6.0	3TI	6331755.0	6331755.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x35/6 Al/	LNAEREMT	LNA132MT	L135	23.88	57489473.0	164	L	5626088.051	6196836.731	4439.0	RIO CARAPACHAY					-34.3662 , -58.6293	
OS209	PIQUETE OS209	PIQUETE_MT	6329809	MT	22/03/2016		16/11/2005	MM6329949	15326A	6.0	3TI	6329809.0	6329809.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493298.0	181S	Q	5629211.304	6193150.505	4439.0	RIO CARAPACHAY	0       		ARROYO GALLO FIAMBRE		-34.399 , -58.5948	OS209
6327693	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6327693	MT	22/03/2016		01/01/1998	MM6327661	15326A	6.0	3TI	6327693.0	6327693.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	39.99	57489432.0	126	L	5630106.398	6205865.564	4439.0	ARROYO ANTEQUERA	802	2200			-34.2843 , -58.587	
BE325	PIQUETE BE325	PIQUETE_MT	5578707	MT	22/03/2016		03/09/2004	MM5578703	13212A	1.0	2ME	5578707.0	5578707.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	423.0	MPDH		POMTHAAR	POMTHARM	PH14		57491237.0	476R	Q	5600969.03	6142875.546	4424.0	RUTA PROV NRO 6	0       				-34.8553 , -58.8959	BE325
5579547	VANO 3x25 Al. H	LINEA_MT	5579547	MT	22/03/2016		01/01/1998	MM5579521	13212A	1.0	2ME	5579547.0	5579547.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	62.73	57489616.0	457	L	5593417.136	6148081.671	4424.0	SAN  CIPRIANO	10	10			-34.8091 , -58.9791	
6332113	VANO 3x50 Al. V	LINEA_MT	6332113	MT	22/03/2016		01/01/1998	MM6332094	15326A	6.0	3TI	6332113.0	6332113.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	28.92	57489472.0	165	L	5627324.924	6198304.506	4439.0	ARROYO ESPERA					-34.3528 , -58.6161	
6332271	VANO 3x50 Al. V	LINEA_MT	6332271	MT	22/03/2016		01/01/1998	MM6332094	15326A	6.0	3TI	6332271.0	6332271.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	30.52	57489457.0	150	L	5626496.442	6198555.68	4439.0	ARROYO ESPERA					-34.3506 , -58.6251	
6330663	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6330663	MT	22/03/2016		16/08/2024	MM6330709	15326A	6.0	3TI	6330663.0	6330663.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	33.82	57489473.0	164	L	5625944.452	6197515.718	4439.0						-34.3601 , -58.631	
5581299	VANO 3x25 Al. H	LINEA_MT	5581299	MT	22/03/2016		01/01/1993	MM80276544	13212A	1.0	2ME	5581299.0	5581299.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	56.88	57489619.0	441	L	5596868.507	6149265.181	4424.0	RUTA NRO 6					-34.7981 , -58.9415	
46369222	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	46369222	MT	22/03/2016		03/02/2025	MM6326281	15326A	6.0	3TI	46369222.0	46369222.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	3.49	57489463.0	182	L	5630645.811	6194671.298	4439.0	ARROYO REYES	0       				-34.3851 , -58.5795	
AF099-003	PIQUETE AF099	PIQUETE_MT	94064813	MT	24/12/2017		08/08/2022	MM97337429	15326A	6.0	3TI	94064813.0	94064813.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5630125.281	6195985.785	4439.0	ARROYO ESPERA			CANAL BORDIEU		-34.3733 , -58.5853	AF099
13266-3	SECCIONADOR 	CELDA_MT	68168100	MT	20/03/2018			CP68168100	13212A	1.0	2ME	68168100.0	68168100.0	SECC_MTCT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS				CECRATRN				57492996.0	506Q	P	5596636.96	6136984.562	4424.0	RUTA PROV NRO 200	63602	63700	7 DE DICIEMBRE	CASTELANI L	-34.9088 , -58.9426	13266-3
CP17504337	SECA LADO 13108-TR1 CT 13108C	CELDA_MT	CP17504337	MT	21/03/2016			13108C	13212A	1.0	2ME	23107474.0	23107474.0	CELDA	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1454.0	CLMI	CTAMH	CEPLATHM				57492944.0	520E	P	5598832.876	6136405.586	4424.0	EL MIRADOR*	10	10	GONZAGA*		-34.9138 , -58.9185	17504337-FAEK-13108_TR1-TMMB
17633759	CT 4563-TR1	TRAFO_LOG	17633759	MT	22/03/2016			4563C	15326A	6.0	3TI	17633759.0	17633759.0	TRAFO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1170.0	TMB		CETRANSF				57489471.0	166	P	5631667.623	6198122.414	4439.0	ARROYO RAMA NEGRA			RIO CAPITAN	ARROYO LAS GAVIOTAS	-34.3539 , -58.5689	4563-TR1
23245941	SECCIONADOR 	CELDA_MT	23245941	MT	17/07/2016			CP23245941	4716A	2.0	1CA	23245941.0	23245941.0	SECC_MTCT	61.0	359.0	CAPITAL FEDERAL	AGRONOMIA								57490756.0	309Q	P	5638318.943	6170903.695	4410.0	BEIRO FRANCISCO AVDA	2800	(+/-10)			-34.5983 , -58.4922	
79968672	TRAMO 3x1x185/50 Al. XLPE	CABLE_MT	79968672	MT	13/10/2020		26/09/2020	MM79968669	13212A	1.0	2ME	79968672.0	79968672.0	CSMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1091.0	CMT13	3x1x185/50	CSMT13KV	CS132XLP	P050	81.76		458D	L	5597702.242	6147382.161	4424.0						-34.815 , -58.9322	
CP17631427	SECA LADO 4438-TR1 CT 4438C	CELDA_MT	CP17631427	MT	21/03/2016			4438C	15326A	6.0	3TI	23111936.0	23111936.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57489472.0	165	P	5628487.329	6197482.074	4439.0	ARROYO ESPERA			ARROYO ANGOSTURA	ARROYO TORITO	-34.3601 , -58.6033	17631427-FAEK-4438_TR1-TMMB
5580043	VANO 3x50 Al. H	LINEA_MT	5580043	MT	22/03/2016		01/01/1972	MM102269053	13212A	1.0	2ME	5580043.0	5580043.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	69.99	57491255.0	458P	L	5595668.095	6145419.047	4424.0	SAN MARTIN 1	10	10			-34.8328 , -58.9542	
5580975	VANO 3x50 Al. H	LINEA_MT	5580975	MT	22/03/2016		01/01/1972	MM80276380	13212A	1.0	2ME	5580975.0	5580975.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	71.06		458H	L	5596992.23	6146660.267	4424.0	RUTA PROV NRO 41	764	(+/-10)			-34.8215 , -58.9398	
CP17633185	SECA LADO 4532-TR1 CT 4532C	CELDA_MT	CP17633185	MT	21/03/2016			4532C	15326A	6.0	3TI	23111986.0	23111986.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57489472.0	165	P	5629927.413	6196078.192	4439.0	ARROYO ESPERA			CANAL BORDIEU	ARROYO GELVEZ	-34.3725 , -58.5875	17633185-FAEK-4532_TR1-TMMB
4959C	4959-FULANITA (P) CTAB FULANITA (P)	CENTRO	80424622	MT	21/03/2016		14/11/2001	15326A	15326A	6.0	3TI	80424622.0	80424622.0	CENTRO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1187.0	CTAB		CEPLATMB	CECTABCO	BCMT		57489433.0	125	P	5625756.761	6206149.23	4439.0	RIO CARAPACHAY			RIO PARANA DE LAS PALMAS	LAGUNA IDA HOME	-34.2823 , -58.6343	4959-FULANITA (P)
4582C	4582-ORUGA (2) CTAMM ORUGA (2)	CENTRO	16387902	MT	21/03/2016		01/09/1995	15326A	15326A	6.0	3TI	16387902.0	16387902.0	CENTRO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1188.0	CTAMM		CEPLATMM	CECTAMMC	DPAT		57489457.0	150	P	5626681.686	6199341.448	4439.0	ARROYO ESPERA			ARROYO SIN NOMBRE NRO 18	ARROYO CRUZ COLORADA	-34.3435 , -58.6232	4582-ORUGA (2)
5579352	VANO 3x50 Al. H	LINEA_MT	5579352	MT	13/04/2016		08/05/2010	MM102269053	13212A	1.0	2ME	32424730.0	5579352.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	72.54999999999998		458L	L	5596121.624	6145813.082	4424.0	SAN MARTIN 1	10	10			-34.8292 , -58.9493	
OL814	PIQUETE OL814	PIQUETE_MT	6330611	MT	22/03/2016		16/08/2024	MM6330709	15326A	6.0	3TI	6330611.0	6330611.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5626020.3100000005	6197112.236	4439.0						-34.3637 , -58.6301	OL814
6327105	VANO 3x50 Al. T	LINEA_MT	6327105	MT	22/03/2016		01/01/1998	MM91523044	15326A	6.0	3TI	6327105.0	6327105.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	42.47	57489443.0	139	L	5631387.751	6201783.684	4439.0						-34.3209 , -58.5725	
90864069	VANO 3x25 Al. H	LINEA_MT	90864069	MT	09/07/2023		01/01/1987	MM80276544	13212A	1.0	2ME	90864069.0	90864069.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	32.44	57491243.0	458D	L	5598095.349	6147821.523	4424.0	CNO A MORENO*	10	10			-34.811 , -58.9279	
OM005	PIQUETE OM005	PIQUETE_MT	6327729	MT	22/03/2016		01/01/1998	MM6327661	15326A	6.0	3TI	6327729.0	6327729.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489432.0	126	Q	5629656.598	6206031.61	4439.0	ARROYO ANTEQUERA	802	2200			-34.2829 , -58.5919	OM005
OL802	PIQUETE OL802	PIQUETE_MT	6330657	MT	22/03/2016		16/08/2024	MM6330709	15326A	6.0	3TI	6330657.0	6330657.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5625935.37	6197484.619	4439.0						-34.3603 , -58.6311	OL802
OQ467	PIQUETE OQ467	PIQUETE_MT	6332615	MT	22/03/2016		15/10/2003	MM6332569	15326A	6.0	3TI	6332615.0	6332615.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5627495.358	6202509.916	4439.0						-34.3149 , -58.6149	OQ467
AF077-003	PIQUETE AF077	PIQUETE_MT	94064758	MT	24/12/2017		01/01/1995	MM6331973	15326A	6.0	3TI	94064758.0	94064758.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5629549.163	6196010.106	4439.0	ARROYO ANGOSTURA			ARROYO ANGOSTURA		-34.3732 , -58.5916	AF077
CP57136084	SECA LADO 12537-TR1 CT 12537C	CELDA_MT	CP57136084	MT	21/03/2016			12537C	13212A	1.0	2ME	23133440.0	23133440.0	CELDA	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1454.0	CLMI	CTAMH	CEPLATHM				57489619.0	441	P	5595466.194	6150694.458	4424.0	RUTA NRO 6	10	10	RICARDO*		-34.7853 , -58.957	57136084-FAEK-12537_TR1-TMMB
80276546	VANO 3x50/8 Al/Ac. H	LINEA_MT	80276546	MT	24/11/2020		01/01/2005	MM80276544	13212A	1.0	2ME	80276546.0	80276546.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	5.48	57491243.0	458D	L	5597728.872	6147440.781	4424.0	CNO A MORENO*	10	10			-34.8144 , -58.9319	
40482-9	SECCIONADOR 	CELDA_MT	49347747	MT	08/04/2016			CP49347747	15326A	6.0	3TI	49347747.0	49347747.0	SECC_MTCT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1159.0	FAEK	CTAMM	CEPLATMM				57489455.0	152	P	5632464.39	6199808.37	4439.0	RIO CAPITAN			ARROYO TORO	ARROYO PACIFICO	-34.3386 , -58.5605	40482-9
40101C	40101-TEXTIR (P) CTAB TEXTIR (P)	CENTRO	26881962	MT	21/03/2016		29/05/2006	15326A	15326A	6.0	3TI	26881962.0	26881962.0	CENTRO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1187.0	CTAB		CEPLATMB	CECTABCO	BCMT		57489420.0	111	P	5626710.166	6206995.378	4439.0	RIO PARANA DE LAS PALMAS			ARROYO CRUZ COLORADA	ARROYO LA HORCA	-34.2745 , -58.6241	40101-TEXTIR (P)
OL790	PIQUETE OL790	PIQUETE_MT	6330703	MT	22/03/2016		01/01/2000	MM6330709	15326A	6.0	3TI	6330703.0	6330703.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5626011.293	6197844.039	4439.0						-34.3571 , -58.6303	OL790
AK026-002	PIQUETE AK026	PIQUETE_MT	68869656	MT	14/05/2018		10/05/2018	MM97171910	13212A	1.0	2ME	68869656.0	68869656.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491316.0	422Q	Q	5593001.277	6151315.935	4424.0	RUTA NRO 6			INES*		-34.7799 , -58.984	AK026
5578799	VANO 3x25 Al. H	LINEA_MT	5578799	MT	22/03/2016		01/01/2005	MM5578703	13212A	1.0	2ME	5578799.0	5578799.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	4.58	57491226.0	476G	L	5600004.134	6144229.379	4424.0	RUTA PROV NRO 6	0       				-34.8431 , -58.9066	
6332233	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6332233	MT	22/03/2016		27/01/2025	MM6332094	15326A	6.0	3TI	71813071.0	6332233.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	41.31	57489473.0	164	L	5626607.832	6198373.912	4439.0	ARROYO ESPERA					-34.3522 , -58.6239	
AF414-002	PIQUETE AF414	PIQUETE_MT	94106974	MT	22/03/2016		01/01/1995	MM6331996	15326A	6.0	3TI	94106974.0	94106974.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5629345.244	6196298.609	4439.0	ARROYO ESPERA			ARROYO ANGOSTURA		-34.3706 , -58.5938	AF414
6330259	VANO 3x35/6 Al/Ac H	LINEA_MT	6330259	MT	22/03/2016		01/01/2001	MM6330238	15326A	6.0	3TI	80457706.0	6330259.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x35/6 Al/	LNAEREMT	LNA132MT	L135	17.580000000000002	57493280.0	181A	L	5627395.496	6195025.665	4439.0	RIO CARAPACHAY	0       				-34.3823 , -58.6148	
6330064	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6330064	MT	22/03/2016		12/08/2024	MM6330090	15326A	6.0	3TI	6330064.0	6330064.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	41.29	57493287.0	181H	L	5628936.293	6194651.27	4439.0	RIO CARAPACHAY	0       				-34.3855 , -58.598	
OC253	PIQUETE OC253	PIQUETE_MT	6330345	MT	22/03/2016		25/07/2003	MM6330335	15326A	6.0	3TI	6330345.0	6330345.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493280.0	181A	Q	5627023.983	6195471.781	4439.0						-34.3783 , -58.619	OC253
5578778	VANO 3x95/15 Al/Ac. V	LINEA_MT	5578778	MT	22/03/2016		01/01/1966	MM5578703	13212A	1.0	2ME	5578778.0	5578778.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x95/15 Al	LNAEREMT	LNA132MT	L139	69.79	57491226.0	476G	L	5600127.666	6143958.72	4424.0	RUTA PROV NRO 6	0       				-34.8456 , -58.9052	
OC137	PIQUETE OC137	PIQUETE_MT	6332467	MT	22/03/2016		08/07/2003	MM6332094	15326A	6.0	3TI	6332467.0	6332467.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489456.0	151	Q	5626881.859	6200610.171	4439.0	ARROYO ESPERA					-34.3321 , -58.6213	OC137
6332357	VANO 3x50 Al. V	LINEA_MT	6332357	MT	22/03/2016		01/01/1998	MM6332094	15326A	6.0	3TI	6332357.0	6332357.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	40.2	57489457.0	150	L	5626661.472	6199465.865	4439.0	ARROYO ESPERA					-34.3424 , -58.6235	
AK271	PIQUETE AK271	PIQUETE_MT	70920919	MT	22/03/2016		30/09/2017	MM5579521	13212A	1.0	2ME	70920919.0	70920919.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57491276.0	440Q	Q	5592874.376	6148632.21	4424.0	EUROPA	10	10	TAMOLA*		-34.8041 , -58.9851	AK271
BE330	PIQUETE BE330	PIQUETE_MT	5578725	MT	22/03/2016		03/09/2004	MM5578703	13212A	1.0	2ME	5578725.0	5578725.0	PIQUETE_MT	349.0	486.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57491238.0	476S	Q	5601028.42	6143176.667	4424.0	RUTA PROV NRO 6	0       				-34.8525 , -58.8953	BE330
6331412	VANO 3x50/8 Al/Ac. H	LINEA_MT	6331412	MT	22/03/2016		01/01/2001	MM6331396	15326A	6.0	3TI	94233149.0	6331412.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	2.78	57489433.0	125	L	5625747.692	6206152.74	4439.0	RIO CARAPACHAY					-34.2822 , -58.6344	
6326859	VANO 3x50 Al. T	LINEA_MT	6326859	MT	22/03/2016		01/01/1998	MM6326827	15326A	6.0	3TI	6326859.0	6326859.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.63	57489455.0	152	L	5632380.366	6200253.15	4439.0	RIO CAPITAN					-34.3346 , -58.5615	
5578796	VANO 3x25 Al. H	LINEA_MT	5578796	MT	22/03/2016		01/01/2005	MM5578703	13212A	1.0	2ME	5578796.0	5578796.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	104.44	57491226.0	476G	L	5599930.419	6144155.389	4424.0	RUTA PROV NRO 6	0       				-34.8438 , -58.9074	
53040226	TRAMO 3x1x185/50 Al. XLPE	CABLE_MT	53040226	MT	22/03/2016		29/12/2014	MM87716687	15326A	6.0	3TI	87716686.0	53040226.0	CSMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1091.0	CMT13	3x1x185/50	CSMT13KV	CS132XLP	P050	45.36	57493306.0	198G	L	5631336.94	6191942.105	4439.0						-34.4096 , -58.5715	
6330466	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6330466	MT	22/03/2016		15/08/2024	MM6330636	15326A	6.0	3TI	6330466.0	6330466.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	41.23	57489473.0	164	L	5626410.308	6195810.495	4439.0	RIO CARAPACHAY	0       				-34.3754 , -58.6257	
OS322	PIQUETE OS322	PIQUETE_MT	6330426	MT	22/03/2016		27/12/2005	MM6330383	15326A	6.0	3TI	6330426.0	6330426.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	440.0	MPCR1		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5627158.929	6195877.339	4439.0	ARROYO ESPERITA	0       				-34.3747 , -58.6175	OS322
